id;nodeA;nodeB;type;cond;substation;subnet;voltLvl
MV3.101 Switch 254;MV3.101 Bus 133;MV3.101 Bus 133_1;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 255;MV3.101 Bus 134;MV3.101 Bus 134_1;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 256;MV3.101 Bus 135;MV3.101 Bus 135_1;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 257;MV3.101 Bus 130;MV3.101 Bus 130_2;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 258;MV3.101 Bus 131;MV3.101 Bus 131_2;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 259;MV3.101 Bus 132;MV3.101 Bus 132_2;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 260;MV3.101 Bus 133;MV3.101 Bus 133_2;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 261;MV3.101 Bus 134;MV3.101 Bus 134_2;LBS;1;NULL;MV3.101_Feeder13;5
MV3.101 Switch 262;MV3.101 BS busbar1C;MV3.101 BS busbar1C_2;CB;1;HV1_MV3.101_Substation;MV3.101;5
MV3.101 Switch 263;MV3.101 Bus 136;MV3.101 Bus 136_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 264;MV3.101 Bus 137;MV3.101 Bus 137_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 265;MV3.101 Bus 138;MV3.101 Bus 138_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 266;MV3.101 Bus 139;MV3.101 Bus 139_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 267;MV3.101 Bus 140;MV3.101 Bus 140_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 268;MV3.101 Bus 141;MV3.101 Bus 141_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 269;MV3.101 Bus 142;MV3.101 Bus 142_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 270;MV3.101 Bus 143;MV3.101 Bus 143_1;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 271;MV3.101 Bus 136;MV3.101 Bus 136_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 272;MV3.101 Bus 137;MV3.101 Bus 137_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 273;MV3.101 Bus 138;MV3.101 Bus 138_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 274;MV3.101 Bus 139;MV3.101 Bus 139_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 275;MV3.101 Bus 140;MV3.101 Bus 140_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 276;MV3.101 Bus 141;MV3.101 Bus 141_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 Switch 277;MV3.101 Bus 142;MV3.101 Bus 142_2;LBS;1;NULL;MV3.101_Feeder14;5
MV3.101 loop_line_switch 1.1;MV3.101 Bus 35;MV3.101 Bus 35_2;LBS;1;NULL;MV3.101_Feeder3;5
MV3.101 loop_line_switch 1.2;MV3.101 Bus 18;MV3.101 Bus 18_2;LBS;0;NULL;MV3.101_Feeder1;5
MV3.101 loop_line_switch 2.1;MV3.101 Bus 58;MV3.101 Bus 58_2;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 loop_line_switch 2.2;MV3.101 Bus 50;MV3.101 Bus 50_2;LBS;0;NULL;MV3.101_Feeder5;5
MV3.101 loop_line_switch 3.1;MV3.101 Bus 76;MV3.101 Bus 76_2;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 loop_line_switch 3.2;MV3.101 Bus 104;MV3.101 Bus 104_2;LBS;0;NULL;MV3.101_Feeder9;5
MV3.101 loop_line_switch 4.1;MV3.101 Bus 93;MV3.101 Bus 93_2;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 loop_line_switch 4.2;MV3.101 Bus 118;MV3.101 Bus 118_2;LBS;0;NULL;MV3.101_Feeder10;5
MV3.101 loop_line_switch 5.1;MV3.101 Bus 124;MV3.101 Bus 124_2;LBS;1;NULL;MV3.101_Feeder11;5
MV3.101 loop_line_switch 5.2;MV3.101 Bus 143;MV3.101 Bus 143_2;LBS;0;NULL;MV3.101_Feeder14;5
MV3.101 loop_line_switch 6.1;MV3.101 Bus 129;MV3.101 Bus 129_2;LBS;1;NULL;MV3.101_Feeder12;5
MV3.101 loop_line_switch 6.2;MV3.101 Bus 135;MV3.101 Bus 135_2;LBS;0;NULL;MV3.101_Feeder13;5
MV3.101 loop_line_switch 7.1;MV3.101 Bus 21;MV3.101 Bus 21_2;LBS;1;NULL;MV3.101_Feeder1;5
MV3.101 loop_line_switch 7.2;MV3.101 Bus 114;MV3.101 Bus 114_3;LBS;0;NULL;MV3.101_Feeder10;5
MV3.101 loop_line_switch 8.1;MV3.101 Bus 36;MV3.101 Bus 36_3;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 loop_line_switch 8.2;MV3.101 Bus 40;MV3.101 Bus 40_2;LBS;0;NULL;MV3.101_Feeder4;5
MV3.101 loop_line_switch 9.1;MV3.101 Bus 54;MV3.101 Bus 54_3;LBS;1;NULL;MV3.101_Feeder6;5
MV3.101 loop_line_switch 9.2;MV3.101 Bus 68;MV3.101 Bus 68_3;LBS;0;NULL;MV3.101_Feeder7;5
MV3.101 loop_line_switch 10.1;MV3.101 Bus 85;MV3.101 Bus 85_3;LBS;1;NULL;MV3.101_Feeder8;5
MV3.101 loop_line_switch 10.2;MV3.101 Bus 110;MV3.101 Bus 110_3;LBS;0;NULL;MV3.101_Feeder10;5
MV3.101 loop_line_switch 11.1;MV3.101 Bus 67;MV3.101 Bus 67_3;LBS;1;NULL;MV3.101_Feeder7;5
MV3.101 loop_line_switch 11.2;MV3.101 Bus 75;MV3.101 Bus 75_3;LBS;0;NULL;MV3.101_Feeder7;5
MV3.101 BS-Feeder3_line LBS to Base Station;MV3.101 Bus 25;MV3.101 Bus 25_2;LBS;1;NULL;MV3.101_Feeder2;5
MV3.101 BS-Feeder3_line CB at Base Station;MV3.101 BS busbar1A;MV3.101 BS busbar1A_3;CB;1;NULL;MV3.101;5
MV3.101 BS-Feeder4_line LBS to Base Station;MV3.101 Bus 40;MV3.101 Bus 40_3;LBS;1;NULL;MV3.101_Feeder4;5
MV3.101 BS-Feeder4_line CB at Base Station;MV3.101 BS busbar1C;MV3.101 BS busbar1C_3;CB;1;NULL;MV3.101;5
MV3.101 BS-Feeder4_line CB to Substation;MV3.101 busbar1A;MV3.101 busbar1A_3;CB;1;NULL;MV3.101;5
MV3.101 BS-Feeder4_line CB to Base Station;MV3.101 BS busbar1B;MV3.101 BS busbar1B_1;CB;1;NULL;MV3.101;5
