id;type;vmSetp;vaSetp;vmR;vmMin;vmMax;substation;coordID;subnet;voltLvl
MV3.101 Bus 14_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_117;MV3.101_Feeder1;5
MV3.101 Bus 15_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_118;MV3.101_Feeder1;5
MV3.101 Bus 16_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_119;MV3.101_Feeder1;5
MV3.101 Bus 17_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_120;MV3.101_Feeder1;5
MV3.101 Bus 18_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_121;MV3.101_Feeder1;5
MV3.101 Bus 19_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_122;MV3.101_Feeder1;5
MV3.101 Bus 20_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_123;MV3.101_Feeder1;5
MV3.101 Bus 21_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_124;MV3.101_Feeder1;5
MV3.101 Bus 11_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_114;MV3.101_Feeder1;5
MV3.101 Bus 12_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_115;MV3.101_Feeder1;5
MV3.101 Bus 13_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_116;MV3.101_Feeder1;5
MV3.101 Bus 14_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_117;MV3.101_Feeder1;5
MV3.101 Bus 15_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_118;MV3.101_Feeder1;5
MV3.101 Bus 16_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_119;MV3.101_Feeder1;5
MV3.101 Bus 17_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_120;MV3.101_Feeder1;5
MV3.101 Bus 14_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_117;MV3.101_Feeder1;5
MV3.101 Bus 19_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_122;MV3.101_Feeder1;5
MV3.101 Bus 20_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_123;MV3.101_Feeder1;5
MV3.101 busbar1A_2;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 22_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_125;MV3.101_Feeder2;5
MV3.101 Bus 23_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_126;MV3.101_Feeder2;5
MV3.101 Bus 24_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_127;MV3.101_Feeder2;5
MV3.101 Bus 25_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_128;MV3.101_Feeder2;5
MV3.101 Bus 22_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_125;MV3.101_Feeder2;5
MV3.101 Bus 23_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_126;MV3.101_Feeder2;5
MV3.101 Bus 24_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_127;MV3.101_Feeder2;5
MV3.101 busbar1B_1;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 26_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_129;MV3.101_Feeder3;5
MV3.101 Bus 27_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_130;MV3.101_Feeder3;5
MV3.101 Bus 28_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_131;MV3.101_Feeder3;5
MV3.101 Bus 29_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_132;MV3.101_Feeder3;5
MV3.101 Bus 30_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_133;MV3.101_Feeder3;5
MV3.101 Bus 31_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_134;MV3.101_Feeder3;5
MV3.101 Bus 32_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_135;MV3.101_Feeder3;5
MV3.101 Bus 33_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_136;MV3.101_Feeder3;5
MV3.101 Bus 34_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_137;MV3.101_Feeder3;5
MV3.101 Bus 35_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_138;MV3.101_Feeder3;5
MV3.101 Bus 26_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_129;MV3.101_Feeder3;5
MV3.101 Bus 27_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_130;MV3.101_Feeder3;5
MV3.101 Bus 28_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_131;MV3.101_Feeder3;5
MV3.101 Bus 29_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_132;MV3.101_Feeder3;5
MV3.101 Bus 30_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_133;MV3.101_Feeder3;5
MV3.101 Bus 31_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_134;MV3.101_Feeder3;5
MV3.101 Bus 32_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_135;MV3.101_Feeder3;5
MV3.101 Bus 33_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_136;MV3.101_Feeder3;5
MV3.101 Bus 34_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_137;MV3.101_Feeder3;5
MV3.101 busbar1B_2;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 36_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_139;MV3.101_Feeder4;5
MV3.101 Bus 37_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_140;MV3.101_Feeder4;5
MV3.101 Bus 38_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_141;MV3.101_Feeder4;5
MV3.101 Bus 39_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_142;MV3.101_Feeder4;5
MV3.101 Bus 40_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_143;MV3.101_Feeder4;5
MV3.101 Bus 36_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_139;MV3.101_Feeder4;5
MV3.101 Bus 37_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_140;MV3.101_Feeder4;5
MV3.101 Bus 38_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_141;MV3.101_Feeder4;5
MV3.101 Bus 39_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_142;MV3.101_Feeder4;5
MV3.101 busbar1B_3;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 41_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_144;MV3.101_Feeder5;5
MV3.101 Bus 42_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_145;MV3.101_Feeder5;5
MV3.101 Bus 43_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_146;MV3.101_Feeder5;5
MV3.101 Bus 44_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_147;MV3.101_Feeder5;5
MV3.101 Bus 45_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_148;MV3.101_Feeder5;5
MV3.101 Bus 46_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_149;MV3.101_Feeder5;5
MV3.101 Bus 47_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_150;MV3.101_Feeder5;5
MV3.101 Bus 48_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_151;MV3.101_Feeder5;5
MV3.101 Bus 49_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_152;MV3.101_Feeder5;5
MV3.101 Bus 50_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_153;MV3.101_Feeder5;5
MV3.101 Bus 41_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_144;MV3.101_Feeder5;5
MV3.101 Bus 42_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_145;MV3.101_Feeder5;5
MV3.101 Bus 43_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_146;MV3.101_Feeder5;5
MV3.101 Bus 44_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_147;MV3.101_Feeder5;5
MV3.101 Bus 45_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_148;MV3.101_Feeder5;5
MV3.101 Bus 46_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_149;MV3.101_Feeder5;5
MV3.101 Bus 47_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_150;MV3.101_Feeder5;5
MV3.101 Bus 48_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_151;MV3.101_Feeder5;5
MV3.101 Bus 49_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_152;MV3.101_Feeder5;5
MV3.101 busbar2B_1;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 51_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_154;MV3.101_Feeder6;5
MV3.101 Bus 52_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_155;MV3.101_Feeder6;5
MV3.101 Bus 53_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_156;MV3.101_Feeder6;5
MV3.101 Bus 54_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_157;MV3.101_Feeder6;5
MV3.101 Bus 55_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_158;MV3.101_Feeder6;5
MV3.101 Bus 56_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_159;MV3.101_Feeder6;5
MV3.101 Bus 57_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_160;MV3.101_Feeder6;5
MV3.101 Bus 58_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_161;MV3.101_Feeder6;5
MV3.101 Bus 51_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_154;MV3.101_Feeder6;5
MV3.101 Bus 52_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_155;MV3.101_Feeder6;5
MV3.101 Bus 53_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_156;MV3.101_Feeder6;5
MV3.101 Bus 54_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_157;MV3.101_Feeder6;5
MV3.101 Bus 55_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_158;MV3.101_Feeder6;5
MV3.101 Bus 56_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_159;MV3.101_Feeder6;5
MV3.101 Bus 57_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_160;MV3.101_Feeder6;5
MV3.101 busbar2B_2;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 59_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_162;MV3.101_Feeder7;5
MV3.101 Bus 60_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_163;MV3.101_Feeder7;5
MV3.101 Bus 61_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_164;MV3.101_Feeder7;5
MV3.101 Bus 62_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_165;MV3.101_Feeder7;5
MV3.101 Bus 63_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_166;MV3.101_Feeder7;5
MV3.101 Bus 64_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_167;MV3.101_Feeder7;5
MV3.101 Bus 65_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_168;MV3.101_Feeder7;5
MV3.101 Bus 66_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_169;MV3.101_Feeder7;5
MV3.101 Bus 67_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_170;MV3.101_Feeder7;5
MV3.101 Bus 68_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_171;MV3.101_Feeder7;5
MV3.101 Bus 69_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_172;MV3.101_Feeder7;5
MV3.101 Bus 70_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_173;MV3.101_Feeder7;5
MV3.101 Bus 71_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_174;MV3.101_Feeder7;5
MV3.101 Bus 72_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_175;MV3.101_Feeder7;5
MV3.101 Bus 73_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_176;MV3.101_Feeder7;5
MV3.101 Bus 74_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_177;MV3.101_Feeder7;5
MV3.101 Bus 75_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_178;MV3.101_Feeder7;5
MV3.101 Bus 76_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_179;MV3.101_Feeder7;5
MV3.101 Bus 59_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_162;MV3.101_Feeder7;5
MV3.101 Bus 60_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_163;MV3.101_Feeder7;5
MV3.101 Bus 61_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_164;MV3.101_Feeder7;5
MV3.101 Bus 62_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_165;MV3.101_Feeder7;5
MV3.101 Bus 63_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_166;MV3.101_Feeder7;5
MV3.101 Bus 64_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_167;MV3.101_Feeder7;5
MV3.101 Bus 65_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_168;MV3.101_Feeder7;5
MV3.101 Bus 66_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_169;MV3.101_Feeder7;5
MV3.101 Bus 67_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_170;MV3.101_Feeder7;5
MV3.101 Bus 68_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_171;MV3.101_Feeder7;5
MV3.101 Bus 69_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_172;MV3.101_Feeder7;5
MV3.101 Bus 70_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_173;MV3.101_Feeder7;5
MV3.101 Bus 71_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_174;MV3.101_Feeder7;5
MV3.101 Bus 72_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_175;MV3.101_Feeder7;5
MV3.101 Bus 73_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_176;MV3.101_Feeder7;5
MV3.101 Bus 74_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_177;MV3.101_Feeder7;5
MV3.101 Bus 75_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_178;MV3.101_Feeder7;5
MV3.101 busbar2B_3;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 77_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_180;MV3.101_Feeder8;5
MV3.101 Bus 78_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_181;MV3.101_Feeder8;5
MV3.101 Bus 79_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_182;MV3.101_Feeder8;5
MV3.101 Bus 80_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_183;MV3.101_Feeder8;5
MV3.101 Bus 81_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_184;MV3.101_Feeder8;5
MV3.101 Bus 82_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_185;MV3.101_Feeder8;5
MV3.101 Bus 83_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_186;MV3.101_Feeder8;5
MV3.101 Bus 84_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_187;MV3.101_Feeder8;5
MV3.101 Bus 85_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_188;MV3.101_Feeder8;5
MV3.101 Bus 86_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_189;MV3.101_Feeder8;5
MV3.101 Bus 87_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_190;MV3.101_Feeder8;5
MV3.101 Bus 88_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_191;MV3.101_Feeder8;5
MV3.101 Bus 89_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_192;MV3.101_Feeder8;5
MV3.101 Bus 90_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_193;MV3.101_Feeder8;5
MV3.101 Bus 91_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_194;MV3.101_Feeder8;5
MV3.101 Bus 92_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_195;MV3.101_Feeder8;5
MV3.101 Bus 93_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_196;MV3.101_Feeder8;5
MV3.101 Bus 77_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_180;MV3.101_Feeder8;5
MV3.101 Bus 78_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_181;MV3.101_Feeder8;5
MV3.101 Bus 79_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_182;MV3.101_Feeder8;5
MV3.101 Bus 80_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_183;MV3.101_Feeder8;5
MV3.101 Bus 81_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_184;MV3.101_Feeder8;5
MV3.101 Bus 82_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_185;MV3.101_Feeder8;5
MV3.101 Bus 83_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_186;MV3.101_Feeder8;5
MV3.101 Bus 84_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_187;MV3.101_Feeder8;5
MV3.101 Bus 85_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_188;MV3.101_Feeder8;5
MV3.101 Bus 86_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_189;MV3.101_Feeder8;5
MV3.101 Bus 87_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_190;MV3.101_Feeder8;5
MV3.101 Bus 88_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_191;MV3.101_Feeder8;5
MV3.101 Bus 89_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_192;MV3.101_Feeder8;5
MV3.101 Bus 90_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_193;MV3.101_Feeder8;5
MV3.101 Bus 91_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_194;MV3.101_Feeder8;5
MV3.101 Bus 92_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_195;MV3.101_Feeder8;5
MV3.101 busbar2A_1;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 94_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_197;MV3.101_Feeder9;5
MV3.101 Bus 95_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_198;MV3.101_Feeder9;5
MV3.101 Bus 96_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_199;MV3.101_Feeder9;5
MV3.101 Bus 97_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_200;MV3.101_Feeder9;5
MV3.101 Bus 98_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_201;MV3.101_Feeder9;5
MV3.101 Bus 99_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_202;MV3.101_Feeder9;5
MV3.101 Bus 100_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_203;MV3.101_Feeder9;5
MV3.101 Bus 101_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_204;MV3.101_Feeder9;5
MV3.101 Bus 102_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_205;MV3.101_Feeder9;5
MV3.101 Bus 103_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_206;MV3.101_Feeder9;5
MV3.101 Bus 104_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_207;MV3.101_Feeder9;5
MV3.101 Bus 94_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_197;MV3.101_Feeder9;5
MV3.101 Bus 95_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_198;MV3.101_Feeder9;5
MV3.101 Bus 96_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_199;MV3.101_Feeder9;5
MV3.101 Bus 97_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_200;MV3.101_Feeder9;5
MV3.101 Bus 98_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_201;MV3.101_Feeder9;5
MV3.101 Bus 99_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_202;MV3.101_Feeder9;5
MV3.101 Bus 100_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_203;MV3.101_Feeder9;5
MV3.101 Bus 101_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_204;MV3.101_Feeder9;5
MV3.101 Bus 102_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_205;MV3.101_Feeder9;5
MV3.101 Bus 103_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_206;MV3.101_Feeder9;5
MV3.101 busbar2A_2;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 Bus 105_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_208;MV3.101_Feeder10;5
MV3.101 Bus 106_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_209;MV3.101_Feeder10;5
MV3.101 Bus 107_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_210;MV3.101_Feeder10;5
MV3.101 Bus 108_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_211;MV3.101_Feeder10;5
MV3.101 Bus 109_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_212;MV3.101_Feeder10;5
MV3.101 Bus 110_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_213;MV3.101_Feeder10;5
MV3.101 Bus 111_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_214;MV3.101_Feeder10;5
MV3.101 Bus 112_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_215;MV3.101_Feeder10;5
MV3.101 Bus 113_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_216;MV3.101_Feeder10;5
MV3.101 Bus 114_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_217;MV3.101_Feeder10;5
MV3.101 Bus 115_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_218;MV3.101_Feeder10;5
MV3.101 Bus 116_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_219;MV3.101_Feeder10;5
MV3.101 Bus 117_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_220;MV3.101_Feeder10;5
MV3.101 Bus 118_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_221;MV3.101_Feeder10;5
MV3.101 Bus 105_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_208;MV3.101_Feeder10;5
MV3.101 Bus 106_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_209;MV3.101_Feeder10;5
MV3.101 Bus 107_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_210;MV3.101_Feeder10;5
MV3.101 Bus 108_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_211;MV3.101_Feeder10;5
MV3.101 Bus 109_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_212;MV3.101_Feeder10;5
MV3.101 Bus 110_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_213;MV3.101_Feeder10;5
MV3.101 Bus 111_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_214;MV3.101_Feeder10;5
MV3.101 Bus 112_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_215;MV3.101_Feeder10;5
MV3.101 Bus 113_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_216;MV3.101_Feeder10;5
MV3.101 Bus 114_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_217;MV3.101_Feeder10;5
MV3.101 Bus 115_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_218;MV3.101_Feeder10;5
MV3.101 Bus 116_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_219;MV3.101_Feeder10;5
MV3.101 Bus 117_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_220;MV3.101_Feeder10;5
MV3.101 BS busbar1A_1;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 Bus 119_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_222;MV3.101_Feeder11;5
MV3.101 Bus 120_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_223;MV3.101_Feeder11;5
MV3.101 Bus 121_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_224;MV3.101_Feeder11;5
MV3.101 Bus 122_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_225;MV3.101_Feeder11;5
MV3.101 Bus 123_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_226;MV3.101_Feeder11;5
MV3.101 Bus 124_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_227;MV3.101_Feeder11;5
MV3.101 Bus 119_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_222;MV3.101_Feeder11;5
MV3.101 Bus 120_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_223;MV3.101_Feeder11;5
MV3.101 Bus 121_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_224;MV3.101_Feeder11;5
MV3.101 Bus 122_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_225;MV3.101_Feeder11;5
MV3.101 Bus 123_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_226;MV3.101_Feeder11;5
MV3.101 BS busbar1A_2;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 Bus 125_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_228;MV3.101_Feeder12;5
MV3.101 Bus 126_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_229;MV3.101_Feeder12;5
MV3.101 Bus 127_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_230;MV3.101_Feeder12;5
